min,max,mean,median,sd,sum,count,id
150,345,259.2857142857143,272.5,52.952038368196355,3630,14,451
110,353,230.42857142857142,219.5,70.61081896637398,6452,28,452
140,378,259.0,250.5,72.70979497780395,3626,14,453
146,286,212.125,199.5,41.95663684090992,1697,8,454
162,274,233.8,245.5,33.486713783230506,2338,10,455
260,911,576.0,566.5,242.35614289718345,2304,4,456
281,339,311.3333333333333,312.0,18.153665072253467,1868,6,457
196,293,260.2,277.0,36.8423669163641,1301,5,458
104,336,190.9047619047619,185.0,55.441006623432635,4009,21,459
257,310,279.8,283.0,18.126224096595518,1399,5,460
188,357,290.1,308.0,49.60131046655925,2901,10,461
36,317,187.12280701754386,182.5,64.19161834542624,21332,114,462
219,447,340.57894736842104,338.0,59.04887876244979,6471,19,463
10,107,60.666666666666664,60.0,24.250794009702243,2002,33,464
67,445,203.0,165.5,91.95025829218753,8120,40,465
36,288,133.2058823529412,132.0,65.55993190417662,9058,68,466
101,301,177.1,168.5,49.377018946064375,3542,20,467
136,345,254.28,262.0,62.33812316712784,6357,25,468
152,382,253.11111111111111,250.0,45.4001414040328,13668,54,469
54,159,105.0,98.0,36.17181222996714,525,5,470
67,222,133.61111111111111,138.5,43.269361612126744,2405,18,471
261,361,306.75,298.0,29.34770008024479,6135,20,472
283,372,311.0,304.0,27.17075633838705,2488,8,473
166,1462,525.4444444444445,326.0,384.91836556359345,42561,81,474
92,240,163.66666666666666,161.0,36.642849407468475,6874,42,475
1920,2862,2331.3673469387754,2271.0,222.58327438470846,228474,98,476
234,4828,1747.1002087682673,1512.0,1157.4494250664238,836861,479,477
204,299,252.5,257.0,27.41988329661525,7575,30,478
196,287,239.66666666666666,238.5,29.011491975882016,4314,18,479
109,276,192.0,218.0,54.1453071439648,1344,7,480
85,299,173.36363636363637,167.0,63.940700833979726,1907,11,481
78,228,149.4,140.5,37.82776757885667,2988,20,482
236,303,270.125,266.5,19.36128546868725,2161,8,483
164,242,206.66666666666666,214.0,32.262809686834295,620,3,484
191,275,241.5,250.0,31.539657575820318,966,4,485
134,297,229.0,239.0,48.82622246293481,2519,11,486
162,162,162.0,162.0,0.0,162,1,487
8,4324,753.6931106471816,459.0,737.6430499067351,361019,479,488
102,514,274.2192513368984,260.0,71.51343356452804,51279,187,489
52,1616,397.1565217391304,246.5,350.6045732806305,91346,230,490
33,532,180.65151515151516,154.0,92.70047765955889,11923,66,491
1,387,143.1801909307876,129.0,80.24803279523624,119985,838,492
58,13216,1311.1954261954263,495.0,2034.986759027623,1261370,962,493
,,,,,,,494
1,465,120.15618661257606,99.0,72.56957176187196,59237,493,495
26,338,152.16216216216216,140.5,77.81475352139415,11260,74,496
129,366,246.17543859649123,253.0,46.65443052878823,14032,57,497
211,410,304.5,315.0,63.50787352761861,1827,6,498
128,307,201.5,185.5,52.94730084401533,2418,12,499
69,335,165.0,145.0,73.15315861522737,2145,13,500
137,286,217.97560975609755,221.0,32.880039022051236,8937,41,501
77,297,189.86111111111111,199.0,65.51766207069569,6835,36,502
39,429,143.0,117.0,75.70637057378028,23595,165,503
84,381,244.17777777777778,241.0,68.75957755958684,10988,45,504
129,515,307.0866141732283,314.0,64.36241183361695,39000,127,505
44,346,148.48387096774192,127.0,68.44087204047571,9206,62,506
96,429,212.74074074074073,185.0,88.22303075165156,5744,27,507
60,455,274.6,276.0,62.14066580242535,245767,895,508
60,430,249.93421052631578,254.0,71.97122698586162,75980,304,509
190,382,278.9166666666667,260.0,57.70825812269468,3347,12,510
72,427,179.32142857142858,152.5,79.79902743086262,15063,84,511
36,294,192.41666666666666,212.5,67.7955976119066,4618,24,512
24,433,179.48979591836735,151.0,89.83479677832665,8795,49,513
61,299,160.4,150.5,57.39547020453792,3208,20,514
160,284,226.33333333333334,224.0,36.39444402042097,2716,12,515
216,299,258.5,250.0,28.00446392988089,3102,12,516
137,288,198.95238095238096,185.0,44.14745442747864,4178,21,517
160,299,216.15384615384616,208.0,40.88792590982209,2810,13,518
172,249,216.85714285714286,232.0,28.687620881431325,1518,7,519
168,336,251.625,239.0,61.52222667459298,2013,8,520
88,269,186.86666666666667,196.0,49.057607859422674,2803,15,521
144,278,187.66666666666666,183.0,30.05127892585214,3941,21,522
91,345,181.9078947368421,168.0,55.62827225894433,13825,76,523
70,325,162.7089552238806,152.5,52.465030944837636,21803,134,524
57,297,138.96453900709218,126.0,52.043682054681355,19594,141,525
121,263,179.5,169.0,36.86510157704322,5026,28,526
65,342,155.45238095238096,131.0,78.02966541519486,6529,42,527
117,366,211.91803278688525,203.0,58.4791668332161,12927,61,528
79,347,154.51298701298703,147.0,47.81922628782344,23795,154,529
73,382,162.45833333333334,151.0,53.10090957057348,46788,288,530
49,327,156.7865168539326,141.0,58.06669391140051,13954,89,531
97,359,179.07299270072994,162.0,61.53458881775964,24533,137,532
93,260,148.95744680851064,145.0,34.35667574066645,7001,47,533
25,358,144.73552123552125,130.0,54.225376355951,74973,518,534
80,296,168.58333333333334,169.0,48.14770387971672,8092,48,535
86,335,161.53004291845494,155.0,42.79811072900774,75273,466,536
62,376,151.96428571428572,137.0,57.72150841769128,25530,168,537
91,415,164.7659574468085,153.0,58.57826652598793,7744,47,538
101,356,194.46428571428572,181.5,67.96820797930727,5445,28,539
199,343,255.3,259.0,40.152334925879465,2553,10,540
110,312,202.1818181818182,204.0,54.06362948469008,4448,22,541
80,806,262.51079136690646,200.0,146.58645235165085,109467,417,542
104,274,165.61904761904762,162.0,41.5388242840658,6956,42,543
55,321,155.7054794520548,144.5,54.20852278542872,22733,146,544
69,317,141.1158536585366,131.0,40.749891424401795,23143,164,545
86,1824,591.6763485477178,438.0,368.6417075260825,142594,241,546
128,615,246.34883720930233,229.0,79.56009392377278,10593,43,547
117,238,171.92857142857142,167.0,32.99451098443559,2407,14,548
69,248,126.72916666666667,115.0,40.65338217957872,6083,48,549
67,307,170.35,152.0,62.877082470483636,3407,20,550
71,346,186.45901639344262,165.0,71.2638997130469,11374,61,551
45,328,120.06549118387909,114.0,40.04438020456561,47666,397,552
46,390,118.40822784810126,111.5,42.25855986270243,37417,316,553
32,232,131.84615384615384,118.5,45.14480318306715,3428,26,554
64,216,125.52941176470588,120.0,33.236439334771994,4268,34,555
70,292,130.71698113207546,114.0,51.7703117948817,6928,53,556
69,241,149.6184210526316,148.0,32.42013145905973,22742,152,557
101,240,153.73333333333332,144.0,34.96563392183181,4612,30,558
49,307,129.18796992481202,122.0,41.288031067279405,34364,266,559
38,259,113.63245033112582,111.0,33.91585819409904,34317,302,560
21,323,131.68055555555554,110.5,70.48380948623137,9481,72,561
31,344,120.42045454545455,101.5,65.62214869838833,10597,88,562
8,384,100.83333333333333,88.0,51.97443397902101,13915,138,563
26,255,118.6304347826087,118.0,44.129433486177504,5457,46,564
31,261,112.95412844036697,102.0,50.886343100567174,12312,109,565
14,271,101.26086956521739,93.0,46.81962061578645,6987,69,566
25,417,116.27213114754099,100.0,65.51506929931675,35463,305,567
25,351,139.9255319148936,120.0,65.09440596969031,26306,188,568
33,323,113.32098765432099,102.0,50.553315496280895,18358,162,569
156,426,224.5,183.5,94.19262179173059,1347,6,570
90,288,165.86666666666667,163.0,41.56740175773426,7464,45,571
15,384,114.77725118483413,90.0,73.64757023130376,24218,211,572
187,318,261.8,267.0,37.67970275891252,2618,10,573
199,303,263.3333333333333,288.0,45.90085934804368,790,3,574
118,246,172.33333333333334,168.0,27.266856831719373,4653,27,575
182,424,311.14285714285717,325.5,72.52571676196476,4356,14,576
52,538,155.2888888888889,122.5,98.95871691933453,13976,90,577
42,433,144.44919786096256,120.0,80.33267285627672,27012,187,578
169,232,202.1,205.5,18.1738823590338,2021,10,579
252,327,279.3333333333333,259.0,33.82635395992631,838,3,580
383,412,397.5,397.5,14.5,795,2,581
290,354,313.90909090909093,303.0,21.2536822283684,3453,11,582
327,480,379.85714285714283,367.0,41.25332392297471,5318,14,583
85,336,180.65454545454546,150.0,72.39417811394358,9936,55,584
128,292,190.19230769230768,188.5,38.64634446915261,4945,26,585
225,339,281.34090909090907,284.5,25.132325419501782,12379,44,586
101,454,213.64900662251657,192.0,76.61404075451871,32261,151,587
50,237,148.69565217391303,150.0,25.883618762198672,27360,184,588
106,349,200.53333333333333,185.0,61.473246213291844,9024,45,589
104,235,163.80645161290323,160.0,35.414977107686816,5078,31,590
404,427,415.5,415.5,11.5,831,2,591
122,443,212.94594594594594,177.0,89.29391067460674,7879,37,592
369,407,389.85714285714283,392.0,14.6621823695088,2729,7,593
218,541,355.375,370.5,104.75201370379473,2843,8,594
173,383,273.95454545454544,265.5,53.308260721552564,6027,22,595
89,238,135.18666666666667,130.0,24.740085331749004,10139,75,596
162,535,283.30434782608694,272.0,92.14116522446683,13032,46,597
113,420,225.08333333333334,191.5,80.65859980325857,13505,60,598
8,317,125.975,111.0,57.452279110580115,25195,200,599
170,331,238.33333333333334,214.0,67.94278638841818,715,3,600
119,119,119.0,119.0,0.0,119,1,601
103,280,169.17283950617283,167.0,34.01771148102618,13703,81,602
185,404,309.9310344827586,326.0,70.09940283797138,8988,29,603
369,386,378.6666666666667,381.0,7.1336448530109,1136,3,604
320,433,376.1666666666667,374.5,35.86742564252726,2257,6,605
78,206,143.04444444444445,139.0,29.792583383979277,6437,45,606
138,215,176.2,178.0,25.724696305301645,881,5,607
165,372,293.1666666666667,301.0,52.30253871042547,7036,24,608
50,174,118.14285714285714,108.0,29.65722543341105,2481,21,609
87,307,179.4233870967742,175.0,33.659498992090526,44497,248,610
291,392,336.0833333333333,333.0,28.438408105158693,8066,24,611
162,299,227.26666666666668,231.0,36.07855626576848,3409,15,612
130,304,191.34848484848484,188.5,35.73534555516065,12629,66,613
175,263,227.88888888888889,226.0,30.49023320651474,2051,9,614
266,477,348.59090909090907,349.0,39.20110437247959,23007,66,615
195,362,263.55555555555554,249.0,55.683851860523184,2372,9,616
151,339,217.37037037037038,194.0,53.911551808321605,5869,27,617
182,427,323.07272727272726,339.0,52.314730950088666,17769,55,618
261,461,330.1194029850746,320.0,33.54903846212474,22118,67,619
247,420,322.2439024390244,325.0,33.52885942049419,13212,41,620
108,401,182.43529411764706,168.0,57.404948968620864,15507,85,621
199,447,301.0621761658031,301.0,41.97675484831942,58105,193,622
149,419,299.3778307508939,302.0,49.690474929817825,251178,839,623
142,274,204.28758169934642,204.0,24.029848868344597,31256,153,624
84,453,198.67277856135402,187.0,56.50123361517872,140859,709,625
133,415,241.83783783783784,221.0,72.53760013374368,8948,37,626
237,510,391.4310344827586,402.5,67.31247567641874,22703,58,627
236,354,285.85714285714283,283.0,43.185409478627555,2001,7,628
219,451,317.1304347826087,307.0,62.730135846251954,7294,23,629
241,397,307.0,297.5,42.20485754033533,4912,16,630
119,274,176.6551724137931,175.0,30.657480228091003,5123,29,631
85,363,187.17948717948718,156.0,76.18865646601198,7300,39,632
134,221,175.75,174.0,30.84132779242813,703,4,633
166,180,173.0,173.0,7.0,346,2,634
31,379,173.46987951807228,158.0,94.60078928698441,14398,83,635
13,389,106.93333333333334,93.0,58.587179694205055,46516,435,636
123,283,194.1,183.0,54.09519387154463,1941,10,637
163,361,276.3125,287.0,46.12128767807045,13263,48,638
34,310,116.01587301587301,99.0,60.94923520321556,7309,63,639
55,390,230.9918699186992,228.0,66.11525978303497,28412,123,640
83,255,144.3653846153846,141.0,37.34816896250834,7507,52,641
88,297,174.92,165.0,45.29496219227917,8746,50,642
39,325,141.11904761904762,119.5,78.29407396566224,5927,42,643
59,313,187.33333333333334,188.0,94.07384806038759,1124,6,644
120,231,176.08333333333334,178.0,32.918987259972354,4226,24,645
73,310,170.76,139.0,71.0122693624137,4269,25,646
48,127,91.38461538461539,91.0,24.275782365712864,1188,13,647
192,212,200.8,201.0,7.30479294709987,1004,5,648
49,300,124.9090909090909,112.0,57.95733207798472,4122,33,649
11,306,104.29805615550755,95.0,49.18789444064877,48290,463,650
13,276,102.98305084745763,94.0,49.85113144098704,6076,59,651
76,239,129.78571428571428,121.0,37.4912915058352,3634,28,652
26,312,119.43298969072166,110.0,45.69145901745997,11585,97,653
39,269,124.96,112.0,50.53512046092302,9372,75,654
12,352,136.21505376344086,108.0,80.40299698345729,12668,93,655
147,265,196.16666666666666,176.5,45.827272326518504,1177,6,656
50,281,130.4375,118.0,55.31723143605436,6261,48,657
46,254,121.14285714285714,106.5,53.252127803931536,5088,42,658
72,284,129.15384615384616,101.0,62.20542414371442,1679,13,659
48,334,161.03333333333333,126.0,85.22929204341791,4831,30,660
49,396,208.575,213.5,99.64358672287946,8343,40,661
21,410,109.45207956600362,95.0,56.1236844549301,60527,553,662
47,525,173.3021582733813,128.0,117.21569950808293,24089,139,663
69,253,135.2826086956522,125.5,44.591704747914065,6223,46,664
63,368,191.4817518248175,187.0,70.3072612243765,26233,137,665
124,341,223.77777777777777,230.0,57.66527508490083,2014,9,666
95,272,157.4090909090909,149.5,34.9046221098023,6926,44,667
78,342,160.0072463768116,148.5,48.60570378302989,22081,138,668
46,368,170.05369127516778,162.0,56.194865326460665,25338,149,669
88,325,183.02173913043478,175.0,44.037034379887864,16838,92,670
94,415,165.9493670886076,151.0,57.24340628308698,13110,79,671
86,298,171.37007874015748,167.0,35.4122633568767,21764,127,672
40,363,183.0601092896175,174.0,60.185793342005844,33500,183,673
167,244,205.25,204.5,22.74725258135584,1642,8,674
84,360,161.6543438077634,158.0,35.891095345836696,87455,541,675
84,348,171.41666666666666,162.5,44.36367785360466,28798,168,676
120,339,188.8783783783784,178.5,47.024419390269614,13977,74,677
112,355,188.89743589743588,167.0,64.20871211427696,7367,39,678
68,327,163.5181518151815,152.0,49.342396706643974,49546,303,679
82,348,179.70322580645163,170.0,53.342977189135446,27854,155,680
122,336,238.75757575757575,235.0,63.61914630000336,7879,33,681
104,428,184.48034934497818,175.0,44.999522635607406,42246,229,682
83,329,158.93,152.0,45.461028364963326,15893,100,683
87,353,172.03571428571428,152.5,64.67969550178852,4817,28,684
68,336,176.6341463414634,164.0,50.62788978686814,14484,82,685
74,267,146.58064516129033,144.0,35.61263294661346,18176,124,686
68,267,137.94011976047904,133.0,32.85382260659932,46072,334,687
191,343,263.6666666666667,257.0,62.232538827279804,791,3,688
206,223,214.5,214.5,8.5,429,2,689
94,329,183.125,175.5,48.66579265767691,5860,32,690
132,252,177.75,163.5,44.79048448052332,711,4,691
214,404,302.0,302.0,35.25200283251582,16308,54,692
309,371,335.0,330.0,23.18404623873926,1340,4,693
251,279,260.6666666666667,252.0,12.970050972229146,782,3,694
295,307,300.6666666666667,300.0,4.921607686744467,902,3,695
301,437,359.4782608695652,346.0,37.73231755776172,8268,23,696
84,359,211.83673469387756,193.0,58.54401690923153,10380,49,697
250,355,301.90909090909093,299.5,29.230913105678646,6642,22,698
332,427,362.57142857142856,362.0,21.80666439978609,5076,14,699
282,448,357.4761904761905,350.0,39.956665869317604,7507,21,700
228,311,284.25,299.0,33.92178503557854,1137,4,701
221,376,300.44444444444446,315.0,41.01791237742932,2704,9,702
273,339,304.3333333333333,301.0,27.047283700134393,913,3,703
206,371,296.3076923076923,298.0,47.37474922261146,3852,13,704
178,280,216.5,204.0,40.0156219494337,866,4,705
172,241,218.75,231.0,27.87808278917329,875,4,706
46,223,143.83333333333334,149.0,57.295772580143776,863,6,707
174,177,175.5,175.5,1.5,351,2,708
62,160,110.4,94.0,40.187560264340505,552,5,709
146,341,225.71428571428572,229.0,65.26805012674225,1580,7,710
351,407,385.6666666666667,399.0,24.72964932132188,1157,3,711
169,369,255.54166666666666,261.0,53.33071282624634,6133,24,712
26,66,46.0,46.0,20.0,92,2,713
256,291,275.6666666666667,280.0,14.613540144521982,827,3,714
229,234,231.5,231.5,2.5,463,2,715
131,276,198.0,204.5,53.85783756025363,1188,6,716
185,198,192.0,192.5,4.743416490252569,768,4,717
131,160,145.5,145.5,14.5,291,2,718
168,237,211.66666666666666,230.0,31.008959278820623,635,3,719
156,260,200.375,196.5,34.97476769043649,1603,8,720
954,1062,1018.6666666666666,1040.0,46.59995231280345,3056,3,721
135,273,200.71428571428572,184.0,49.698273283354006,1405,7,722
284,321,299.25,296.0,14.618053906043718,1197,4,723
531,709,617.3333333333334,613.0,49.97688354518406,9260,15,724
148,313,230.38709677419354,234.0,37.57459455652727,7142,31,725
163,265,225.33333333333334,236.0,28.360491186110657,4732,21,726
154,332,238.40816326530611,235.0,37.77966106920437,11682,49,727
210,342,264.09090909090907,255.0,41.4234333010469,2905,11,728
244,333,281.625,273.5,28.460224436922488,2253,8,729
196,340,251.35714285714286,244.5,38.78624045946696,3519,14,730
96,414,290.11304347826086,292.0,62.845118826385054,33363,115,731
241,370,293.80555555555554,295.0,28.99599535993859,10577,36,732
61,153,103.55555555555556,109.0,25.245950659291047,932,9,733
33,317,120.86086956521739,103.0,59.49817490171578,13899,115,734
64,342,186.30434782608697,180.0,67.44172027217516,4285,23,735
145,280,184.625,164.0,43.3299477844135,1477,8,736
188,280,234.0,235.5,28.708883642524313,2340,10,737
240,1082,551.9428571428572,527.0,211.67332551527102,19318,35,738
303,1574,779.4090909090909,697.0,385.65135680853564,17147,22,739
51,189,131.04,131.0,29.915186778624665,6552,50,740
42,411,231.3015873015873,237.0,88.54043734418484,58288,252,741
327,327,327.0,327.0,0.0,327,1,742
23,384,177.12300319488818,175.5,57.54572468324193,110879,626,743
118,173,141.2,135.0,18.1151869987588,706,5,744
234,294,259.0,249.0,22.110831935702667,2331,9,745
81,361,192.71698113207546,181.0,67.85010597967018,10214,53,746
220,264,240.5,239.0,15.644487847162015,962,4,747
136,236,169.0,152.0,39.287402561126385,676,4,748
133,661,281.0,252.0,120.17712153542595,10397,37,749
1,130,56.42857142857143,46.5,38.64437546528655,790,14,750
42,389,148.44578313253012,117.0,84.37341741659738,12321,83,751
99,412,250.84375,259.0,87.8105593646772,16054,64,752
274,401,329.6666666666667,334.5,42.726520517771576,1978,6,753
1616,9224,4336.92,4112.0,1534.8674695736945,1951614,450,754
460,5240,1880.95530726257,1625.0,982.344921852092,673382,358,755
451,1788,1013.1304347826087,909.0,460.74805001808,46604,46,756
440,1754,868.9855072463768,763.5,338.0420603601995,119920,138,757
544,3574,1975.5438596491229,1910.0,868.211916692496,337818,171,758
1840,3138,2356.0,2332.0,335.1839580204961,197904,84,759
1268,2360,1729.9473684210527,1725.0,265.50507452464626,65738,38,760
1520,1664,1590.3333333333333,1583.0,58.18839135849082,9542,6,761
,,,,,,,762
,,,,,,,763
102,323,211.32,209.0,66.06646350456487,5283,25,764
87,368,225.3421052631579,236.0,83.88064086162754,8563,38,765
135,193,162.44444444444446,165.0,17.00399372115668,1462,9,766
324,469,393.23809523809524,387.0,39.49310339058582,8258,21,767
277,420,347.625,342.5,33.600362721256445,5562,16,768
269,361,326.9,336.0,32.88297431802665,3269,10,769
316,414,373.9,384.0,26.58364158650955,3739,10,770
120,264,197.0,202.0,66.91412406958638,788,4,771
239,287,256.6666666666667,244.0,21.545816814923082,770,3,772
274,380,327.0,327.0,53.0,654,2,773
239,297,262.0,250.0,25.152865973217974,786,3,774
244,363,293.15384615384613,278.0,43.05425227609062,3811,13,775
126,299,232.8181818181818,233.0,46.45000867368191,2561,11,776
210,295,242.2,240.0,29.828845100003452,1211,5,777
239,316,270.5,267.5,28.39013913315678,2164,8,778
176,305,246.25,254.0,37.721843804352936,1970,8,779
53,198,122.26744186046511,117.5,28.767886011122634,10515,86,780
99,161,129.8,132.0,19.95394697797907,649,5,781
341,536,461.05,474.0,47.55783321388812,9221,20,782
174,272,221.58333333333334,225.0,28.636975903347214,2659,12,783
90,287,191.0,177.5,54.57635886873016,7258,38,784
69,336,226.17073170731706,228.0,46.78057364116339,37092,164,785
128,425,234.06666666666666,193.0,99.78875465479842,3511,15,786
171,366,238.85714285714286,232.0,47.36312179451909,3344,14,787
74,202,128.5,110.5,55.49399366898488,771,6,788
101,360,231.25,228.0,81.75993823383186,1850,8,789
117,279,202.0,186.0,57.619441163551734,1414,7,790
83,267,169.14285714285714,179.0,54.122687536027335,1184,7,791
187,287,237.1875,235.0,25.744462389997583,3795,16,792
269,378,296.3333333333333,291.0,26.678122539305914,3556,12,793
172,320,238.2,236.0,40.106857269050636,2382,10,794
142,228,184.77777777777777,196.0,29.134850371553988,1663,9,795
174,303,247.83333333333334,268.0,49.8009928504331,1487,6,796
111,246,178.5,167.5,45.01388674620311,1071,6,797
57,317,187.1818181818182,209.0,73.05143665044662,2059,11,798
116,269,191.2,161.0,60.64618701946562,1912,10,799
120,331,213.83333333333334,207.0,56.01016772773394,7698,36,800
121,386,227.46153846153845,195.0,86.34689908878327,2957,13,801
120,325,231.66666666666666,227.5,64.93116012790435,2780,12,802
142,302,206.47058823529412,202.0,50.362354809986,3510,17,803
268,413,345.7142857142857,356.0,39.279999584355124,9680,28,804
161,357,253.80769230769232,249.0,50.200382492236685,6599,26,805
177,328,258.96491228070175,264.0,29.445736540811843,14761,57,806
225,324,274.375,276.5,31.8588194225712,2195,8,807
156,395,286.42857142857144,288.0,52.96051667544995,10025,35,808
58,529,254.46791443850267,264.0,77.03779048642369,95171,374,809
39,319,129.37878787878788,112.5,65.97813346481135,8539,66,810
46,241,114.7,109.5,44.885521050779836,2294,20,811
62,378,171.5,132.5,100.48120332789722,6174,36,812
25,302,121.0752688172043,105.0,58.0830396578509,11260,93,813
13,292,134.35416666666666,102.5,79.3466785650512,6449,48,814
113,332,218.38888888888889,228.5,64.63413175447104,3931,18,815
211,300,256.7142857142857,261.0,25.234411231571894,1797,7,816
34,235,122.53846153846153,119.0,57.837458429923565,1593,13,817
65,398,188.04,185.0,86.18049895422978,4701,25,818
98,289,196.36666666666667,194.5,51.76773984721459,5891,30,819
54,345,170.95714285714286,159.5,59.75830742350765,23934,140,820
144,318,224.06666666666666,219.0,49.12360826414209,3361,15,821
128,318,214.0,211.0,58.60602926889576,2568,12,822
130,389,234.68627450980392,226.0,64.93963718929746,11969,51,823
215,316,277.75,277.0,27.782263526693907,3333,12,824
180,320,259.07142857142856,264.5,38.059097440154616,7254,28,825
119,382,294.0,306.0,63.76594105080892,6174,21,826
141,426,252.76923076923077,237.0,71.3368540486762,9858,39,827
72,326,148.11428571428573,136.0,57.44004149847856,5184,35,828
77,204,130.0,119.5,46.502688094345686,520,4,829
63,223,123.51724137931035,116.0,38.871690514106724,3582,29,830
70,328,165.38194444444446,163.0,41.51154399812207,23815,144,831
194,401,298.70588235294116,287.0,57.59469410394794,5078,17,832
125,201,160.0909090909091,154.0,26.386823658976414,1761,11,833
48,373,150.8421052631579,128.0,74.85161683581917,2866,19,834
109,350,210.8913043478261,211.5,68.49475646730973,9701,46,835
70,281,163.52380952380952,148.0,57.718214544885505,3434,21,836
9,741,162.08390022675738,124.0,96.37815137671383,71479,441,837
14,386,192.74444444444444,197.5,84.0713402231318,69388,360,838
153,365,245.22222222222223,233.0,64.47700326951683,2207,9,839
277,675,439.73205741626793,433.0,71.92410258133691,91904,209,840
22,287,106.62222222222222,92.0,49.67462526342528,14394,135,841
31,197,126.0,140.0,60.305886943150085,630,5,842
1,401,135.69299820466787,106.0,81.20371906798462,75581,557,843
15,307,101.1775,91.0,51.43399647849659,40471,400,844
10,336,103.18529632408102,94.0,46.48578444960284,137546,1333,845
17,250,93.63730569948187,90.0,37.10499117292466,18072,193,846
62,385,159.98648648648648,143.0,70.152053627786,11839,74,847
5,516,126.84150943396226,108.0,70.92651906836801,67226,530,848
119,353,198.81034482758622,184.5,62.44099473918577,11531,58,849
41,434,144.73717948717947,125.0,67.90152297860438,45158,312,850
21,566,144.65843621399176,126.0,82.15128697387544,35152,243,851
1,293,99.42622950819673,91.0,43.76809565492656,72780,732,852
40,393,126.9704641350211,114.0,57.770709047364235,30092,237,853
78,296,184.5,193.0,61.52946448653685,2952,16,854
42,299,166.98333333333332,156.5,60.201465006168156,10019,60,855
5,360,96.34703433922996,92.0,38.071660948473365,185179,1922,856
154,449,283.3524590163934,285.0,59.323083463843616,34569,122,857
45,419,141.33767441860465,129.0,52.612019355259335,151938,1075,858
47,297,186.58490566037736,194.0,66.74350621009894,9889,53,859
1,286,82.19709208400646,73.0,40.05081495171917,50880,619,860
37,274,118.82352941176471,106.5,49.41166841727313,16160,136,861
1,268,89.06878537222464,86.0,32.6225236879068,409182,4594,862
7,390,109.40571428571428,89.0,65.9090799851568,38292,350,863
27,641,204.75075987841944,177.0,103.12662211762873,673630,3290,864
30,299,134.52631578947367,129.0,65.1555777157967,5112,38,865
44,422,271.23365122615803,274.0,50.401432508710776,398171,1468,866
21,425,162.6611570247934,170.0,74.03266575412027,19682,121,867
72,466,286.0692307692308,304.5,83.93937266875223,111567,390,868
32,290,124.45614035087719,107.0,63.0207624309942,7094,57,869
1,350,98.18566552901024,93.0,37.762229888170495,143842,1465,870
